Selene,0.1-187-g1b6b3ff,1b6b3ff9ecea0e5ef0df1dfbdb03028d2264ff20,https://github.com/jeremyong/Selene.git
kaguya,v1.0.0-68-g91f884d,91f884db3c642316551419d102084d6cb8f02e4e,https://github.com/satoren/kaguya.git
lua-intf,remotes/origin/HEAD,d6f17a8a474814d337e1dd867238e1d5ba1b7e5c,https://github.com/SteveKChiu/lua-intf.git
luacppinterface,v1.2-1-gddac652,ddac652e0091a90484b25cbfe283d805624bb549,https://github.com/davidsiaw/luacppinterface.git
sol,v1.1.0-87-ga5e24b4,a5e24b4fa2ef13eaee0647e230c69956d615ce86,https://github.com/Rapptz/sol.git
sol2,v2.3.0-5-g4cdcac2,4cdcac200106d90122d9ce01ed9d924bcd6cfe0a,https://github.com/ThePhD/sol2.git
